ak,al,ar,az,ca,co,ct,dc,de,fl,ga,hi,ia,id,il,in,ks,ky,la,ma,md,me,mi,mn,mo,ms,mt,nc,nd,ne,nh,nj,nm,nv,ny,oh,ok,or,pa,pr,ri,sc,sd,tn,tx,ut,va,vt,wa,wi,wv,wy
8.0,74.0,23.0,89.0,126.0,55.0,39.0,7.0,8.0,399.0,155.0,4.0,34.0,11.0,206.0,73.0,19.0,60.0,44.0,70.0,86.0,18.0,350.0,74.0,147.0,25.0,6.0,96.0,3.0,8.0,12.0,130.0,18.0,22.0,212.0,181.0,40.0,31.0,226.0,36.0,4.0,31.0,10.0,68.0,225.0,32.0,88.0,3.0,80.0,25.0,15.0,1.0
4.0,34.0,15.0,73.0,129.0,75.0,26.0,5.0,2.0,300.0,176.0,4.0,21.0,10.0,165.0,67.0,19.0,66.0,54.0,49.0,606.0,5.0,236.0,56.0,74.0,31.0,10.0,97.0,5.0,1.0,9.0,68.0,132.0,34.0,150.0,152.0,373.0,52.0,167.0,27.0,4.0,48.0,9.0,61.0,203.0,11.0,67.0,0.0,63.0,25.0,20.0,6.0
2.0,52.0,14.0,72.0,98.0,34.0,10.0,4.0,16.0,199.0,149.0,5.0,13.0,11.0,186.0,65.0,8.0,309.0,39.0,39.0,39.0,14.0,212.0,39.0,61.0,15.0,19.0,96.0,4.0,0.0,2.0,0.0,17.0,14.0,131.0,119.0,25.0,21.0,145.0,18.0,9.0,22.0,12.0,35.0,161.0,10.0,63.0,1.0,71.0,23.0,21.0,1.0
4.0,68.0,15.0,42.0,82.0,76.0,15.0,1.0,2.0,292.0,172.0,0.0,31.0,16.0,129.0,60.0,22.0,67.0,33.0,26.0,46.0,6.0,190.0,47.0,55.0,28.0,9.0,114.0,4.0,26.0,5.0,157.0,17.0,22.0,92.0,111.0,9.0,40.0,120.0,11.0,5.0,26.0,4.0,22.0,139.0,8.0,71.0,0.0,50.0,13.0,36.0,5.0
2.0,40.0,15.0,82.0,85.0,43.0,9.0,4.0,0.0,290.0,161.0,5.0,13.0,6.0,107.0,50.0,23.0,22.0,40.0,23.0,32.0,9.0,84.0,33.0,34.0,18.0,10.0,75.0,3.0,3.0,7.0,41.0,19.0,27.0,78.0,75.0,29.0,24.0,86.0,10.0,2.0,16.0,1.0,18.0,129.0,7.0,44.0,0.0,38.0,7.0,14.0,9.0
4.0,30.0,19.0,81.0,70.0,38.0,6.0,0.0,14.0,217.0,75.0,4.0,19.0,23.0,69.0,27.0,18.0,24.0,35.0,25.0,31.0,4.0,97.0,37.0,27.0,24.0,11.0,75.0,5.0,0.0,4.0,53.0,19.0,21.0,41.0,115.0,30.0,11.0,94.0,7.0,4.0,27.0,4.0,34.0,130.0,25.0,45.0,0.0,82.0,9.0,13.0,6.0
3.0,22.0,20.0,58.0,87.0,47.0,4.0,0.0,2.0,235.0,50.0,4.0,15.0,13.0,53.0,41.0,12.0,25.0,34.0,12.0,16.0,2.0,54.0,28.0,83.0,24.0,4.0,22.0,0.0,2.0,1.0,0.0,9.0,30.0,52.0,63.0,4.0,20.0,53.0,5.0,2.0,16.0,8.0,23.0,146.0,27.0,31.0,2.0,37.0,9.0,23.0,7.0
2.0,44.0,35.0,49.0,97.0,27.0,1.0,2.0,0.0,186.0,43.0,1.0,3.0,7.0,68.0,51.0,17.0,26.0,24.0,15.0,14.0,2.0,50.0,12.0,47.0,20.0,7.0,49.0,4.0,2.0,3.0,80.0,10.0,23.0,34.0,36.0,18.0,11.0,42.0,3.0,0.0,16.0,1.0,25.0,155.0,15.0,23.0,0.0,58.0,9.0,9.0,4.0
2.0,41.0,33.0,91.0,116.0,40.0,3.0,3.0,2.0,792.0,72.0,4.0,9.0,8.0,59.0,26.0,21.0,29.0,47.0,8.0,19.0,20.0,50.0,13.0,87.0,26.0,18.0,45.0,5.0,14.0,6.0,0.0,25.0,38.0,35.0,57.0,11.0,25.0,43.0,6.0,6.0,19.0,1.0,32.0,209.0,20.0,27.0,0.0,45.0,9.0,13.0,9.0
3.0,40.0,60.0,44.0,145.0,25.0,4.0,0.0,1.0,516.0,56.0,4.0,0.0,10.0,37.0,26.0,42.0,28.0,72.0,26.0,22.0,15.0,37.0,15.0,83.0,37.0,4.0,47.0,1.0,9.0,4.0,55.0,18.0,59.0,42.0,30.0,37.0,19.0,35.0,7.0,3.0,21.0,1.0,45.0,316.0,12.0,23.0,1.0,36.0,4.0,17.0,6.0
5.0,59.0,82.0,80.0,174.0,37.0,7.0,3.0,2.0,793.0,62.0,10.0,12.0,14.0,54.0,40.0,16.0,22.0,99.0,36.0,18.0,3.0,42.0,18.0,110.0,41.0,9.0,65.0,1.0,0.0,2.0,34.0,13.0,95.0,41.0,25.0,31.0,22.0,28.0,13.0,1.0,26.0,2.0,59.0,478.0,26.0,32.0,1.0,44.0,14.0,10.0,10.0
8.0,58.0,146.0,118.0,199.0,25.0,4.0,0.0,133.0,1193.0,126.0,3.0,23.0,13.0,88.0,49.0,44.0,38.0,211.0,13.0,25.0,1.0,33.0,26.0,161.0,78.0,18.0,101.0,3.0,10.0,2.0,27.0,15.0,93.0,60.0,64.0,46.0,31.0,47.0,30.0,3.0,46.0,7.0,95.0,816.0,43.0,26.0,0.0,46.0,23.0,19.0,10.0
2.0,165.0,163.0,93.0,181.0,62.0,11.0,1.0,4.0,966.0,176.0,7.0,17.0,35.0,102.0,74.0,86.0,54.0,309.0,47.0,31.0,3.0,63.0,35.0,200.0,140.0,8.0,90.0,3.0,0.0,6.0,0.0,21.0,155.0,120.0,58.0,63.0,46.0,64.0,56.0,1.0,89.0,1.0,114.0,1315.0,31.0,41.0,4.0,71.0,38.0,11.0,7.0
15.0,177.0,182.0,73.0,338.0,35.0,33.0,5.0,14.0,263.0,221.0,15.0,16.0,38.0,148.0,100.0,109.0,91.0,399.0,32.0,45.0,20.0,109.0,31.0,177.0,230.0,25.0,233.0,6.0,23.0,2.0,0.0,26.0,120.0,122.0,75.0,82.0,77.0,110.0,75.0,13.0,174.0,5.0,201.0,1782.0,47.0,39.0,6.0,117.0,40.0,32.0,16.0
25.0,211.0,222.0,216.0,586.0,44.0,23.0,4.0,24.0,1837.0,354.0,20.0,42.0,44.0,202.0,145.0,53.0,168.0,441.0,45.0,42.0,6.0,127.0,39.0,248.0,288.0,28.0,260.0,9.0,14.0,18.0,0.0,33.0,153.0,180.0,110.0,136.0,103.0,137.0,90.0,9.0,239.0,3.0,203.0,2035.0,51.0,131.0,5.0,151.0,43.0,46.0,26.0
5.0,241.0,186.0,236.0,737.0,83.0,36.0,3.0,13.0,2420.0,567.0,31.0,39.0,52.0,202.0,197.0,83.0,160.0,348.0,67.0,69.0,10.0,152.0,45.0,201.0,261.0,28.0,389.0,4.0,26.0,11.0,0.0,47.0,150.0,205.0,148.0,189.0,157.0,182.0,87.0,7.0,329.0,10.0,285.0,2075.0,35.0,130.0,7.0,184.0,75.0,63.0,23.0
14.0,211.0,177.0,188.0,773.0,80.0,30.0,3.0,12.0,2278.0,621.0,28.0,30.0,81.0,292.0,213.0,136.0,158.0,349.0,63.0,86.0,21.0,149.0,48.0,222.0,365.0,23.0,367.0,9.0,9.0,15.0,0.0,53.0,119.0,232.0,207.0,207.0,140.0,171.0,79.0,26.0,368.0,8.0,260.0,1947.0,66.0,137.0,5.0,227.0,107.0,90.0,21.0
15.0,443.0,213.0,293.0,792.0,100.0,39.0,2.0,13.0,4672.0,836.0,53.0,64.0,140.0,298.0,300.0,99.0,248.0,362.0,96.0,106.0,23.0,176.0,91.0,186.0,309.0,43.0,540.0,13.0,21.0,16.0,0.0,70.0,143.0,213.0,317.0,232.0,157.0,279.0,76.0,15.0,465.0,15.0,451.0,1806.0,63.0,206.0,11.0,283.0,60.0,163.0,0.0
75.0,873.0,149.0,358.0,731.0,98.0,40.0,5.0,29.0,2635.0,901.0,53.0,82.0,153.0,261.0,294.0,115.0,241.0,323.0,96.0,108.0,29.0,217.0,93.0,270.0,211.0,68.0,493.0,18.0,37.0,15.0,0.0,74.0,170.0,330.0,349.0,275.0,113.0,296.0,58.0,15.0,466.0,16.0,484.0,1500.0,82.0,269.0,12.0,293.0,108.0,153.0,0.0
17.0,472.0,157.0,302.0,661.0,122.0,149.0,4.0,12.0,1556.0,764.0,42.0,80.0,178.0,249.0,309.0,88.0,312.0,247.0,106.0,93.0,13.0,225.0,94.0,192.0,221.0,72.0,497.0,17.0,426.0,9.0,0.0,63.0,151.0,327.0,453.0,234.0,133.0,378.0,32.0,11.0,490.0,25.0,380.0,1066.0,74.0,295.0,11.0,271.0,143.0,199.0,117.0
12.0,363.0,92.0,280.0,689.0,173.0,17.0,6.0,23.0,1048.0,900.0,37.0,88.0,186.0,251.0,296.0,60.0,249.0,185.0,99.0,111.0,49.0,263.0,125.0,170.0,165.0,62.0,499.0,21.0,15.0,16.0,0.0,57.0,119.0,217.0,546.0,264.0,167.0,388.0,27.0,14.0,359.0,34.0,353.0,563.0,51.0,269.0,14.0,257.0,99.0,144.0,45.0
90.0,386.0,382.0,178.0,804.0,73.0,51.0,1.0,44.0,2005.0,632.0,36.0,97.0,134.0,240.0,263.0,37.0,240.0,148.0,70.0,129.0,20.0,267.0,112.0,141.0,106.0,49.0,352.0,38.0,57.0,23.0,0.0,61.0,137.0,368.0,202.0,189.0,179.0,511.0,16.0,6.0,303.0,10.0,271.0,554.0,73.0,316.0,10.0,212.0,145.0,242.0,39.0
28.0,236.0,63.0,330.0,805.0,131.0,21.0,3.0,24.0,791.0,745.0,16.0,100.0,152.0,208.0,225.0,46.0,266.0,141.0,95.0,91.0,27.0,340.0,130.0,118.0,73.0,119.0,309.0,38.0,26.0,23.0,0.0,57.0,101.0,161.0,934.0,1138.0,123.0,554.0,14.0,12.0,240.0,28.0,329.0,1420.0,61.0,277.0,6.0,217.0,168.0,155.0,69.0
14.0,154.0,98.0,286.0,287.0,318.0,26.0,4.0,44.0,737.0,546.0,13.0,117.0,131.0,170.0,213.0,204.0,207.0,85.0,85.0,93.0,45.0,353.0,132.0,104.0,85.0,99.0,285.0,44.0,37.0,9.0,0.0,62.0,108.0,215.0,572.0,170.0,88.0,482.0,13.0,6.0,244.0,26.0,193.0,642.0,80.0,239.0,13.0,177.0,117.0,163.0,25.0
90.0,254.0,119.0,258.0,617.0,287.0,26.0,3.0,12.0,921.0,418.0,53.0,104.0,110.0,193.0,215.0,80.0,173.0,68.0,91.0,95.0,40.0,313.0,159.0,170.0,74.0,69.0,201.0,29.0,26.0,37.0,0.0,64.0,82.0,315.0,540.0,169.0,190.0,444.0,11.0,3.0,125.0,22.0,158.0,885.0,78.0,218.0,20.0,170.0,113.0,92.0,69.0
0.0,148.0,88.0,252.0,33.0,44.0,19.0,1.0,24.0,279.0,378.0,32.0,97.0,91.0,154.0,190.0,124.0,275.0,70.0,72.0,58.0,13.0,333.0,168.0,111.0,39.0,64.0,160.0,13.0,43.0,30.0,0.0,56.0,96.0,256.0,576.0,702.0,168.0,381.0,11.0,6.0,142.0,24.0,159.0,324.0,61.0,196.0,9.0,137.0,83.0,92.0,55.0
