"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1997-05-01","1997-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","785"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1997-06-01","1997-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","901"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1997-07-01","1997-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","426"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1997-08-01","1997-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1167"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1997-09-01","1997-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","285"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1997-10-01","1997-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","0"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1997-11-01","1997-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","0"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1997-12-01","1997-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","0"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-01-01","1998-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","155"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-02-01","1998-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","173"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-03-01","1998-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1011"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-04-01","1998-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1996"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-05-01","1998-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2075"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-06-01","1998-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1964"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-07-01","1998-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","475"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-08-01","1998-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","655"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-09-01","1998-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","161"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-10-01","1998-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","166"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-11-01","1998-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","143"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1998-12-01","1998-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","104"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1999-01-01","1999-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","115"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1999-02-01","1999-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","73"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1999-03-01","1999-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","123"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1999-04-01","1999-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","88"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1999-05-01","1999-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","261"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1999-06-01","1999-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","169"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1999-07-01","1999-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","84"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1999-08-01","1999-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","54"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1999-09-01","1999-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","56"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1999-10-01","1999-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","61"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","1999-11-01","1999-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","36"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-01-01","2000-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","50"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-02-01","2000-02-29","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","120"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-03-01","2000-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","398"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-04-01","2000-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","426"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-05-01","2000-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","263"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-06-01","2000-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","83"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-07-01","2000-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","42"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-08-01","2000-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","32"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-09-01","2000-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","17"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-10-01","2000-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","9"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-11-01","2000-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","15"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2000-12-01","2000-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","12"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-01-01","2001-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","137"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-02-01","2001-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","158"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-03-01","2001-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","359"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-04-01","2001-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","827"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-05-01","2001-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","170"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-06-01","2001-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","98"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-07-01","2001-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","98"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-08-01","2001-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","80"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-09-01","2001-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","89"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-10-01","2001-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","59"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-11-01","2001-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","57"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2001-12-01","2001-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","27"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-01-01","2002-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","346"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-02-01","2002-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1417"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-03-01","2002-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","3479"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-04-01","2002-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2534"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-05-01","2002-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1427"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-06-01","2002-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","836"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-07-01","2002-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","646"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-08-01","2002-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","387"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-09-01","2002-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","251"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-10-01","2002-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","173"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-11-01","2002-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","224"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2002-12-01","2002-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","293"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2003-01-01","2003-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","341"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2003-02-01","2003-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","475"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2003-03-01","2003-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","590"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2003-04-01","2003-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1329"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2003-05-01","2003-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","2194"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2003-06-01","2003-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1678"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2003-07-01","2003-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1481"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2003-08-01","2003-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","316"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2003-09-01","2003-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","44"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-01-01","2004-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","405"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-02-01","2004-02-29","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","715"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-03-01","2004-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1882"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-04-01","2004-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1575"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-05-01","2004-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1369"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-06-01","2004-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","853"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-07-01","2004-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","444"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-08-01","2004-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","280"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-09-01","2004-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","301"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-10-01","2004-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","339"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-11-01","2004-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","217"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2004-12-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","98"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2005-01-01","2005-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","145"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2005-02-01","2005-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","253"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","ALAGOAS","BR-AL","NA","NA","2005-03-01","2005-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","114"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","1998-09-01","1998-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","161"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2003-01-01","2003-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","199"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2003-02-01","2003-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","267"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2003-03-01","2003-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","334"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2003-04-01","2003-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","318"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2003-05-01","2003-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","246"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2003-06-01","2003-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","353"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2003-07-01","2003-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","793"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2003-08-01","2003-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","1336"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2003-09-01","2003-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","549"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-01-01","2004-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","309"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-02-01","2004-02-29","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","401"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-03-01","2004-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","623"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-04-01","2004-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","337"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-05-01","2004-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","296"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-06-01","2004-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","384"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-07-01","2004-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","315"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-08-01","2004-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","340"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-09-01","2004-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","351"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-10-01","2004-10-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","226"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-11-01","2004-11-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","133"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2004-12-01","2004-12-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","95"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2005-01-01","2005-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","173"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2005-02-01","2005-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","364"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAPÁ","BR-AP","NA","NA","2005-03-01","2005-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","725"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2003-01-01","2003-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","357"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2003-02-01","2003-02-28","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","452"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2003-03-01","2003-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","624"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2003-04-01","2003-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","694"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2003-05-01","2003-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","560"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2003-06-01","2003-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","279"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2003-07-01","2003-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","135"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2003-08-01","2003-08-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","58"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2003-09-01","2003-09-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","4"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-01-01","2004-01-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","152"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-02-01","2004-02-29","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","186"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-03-01","2004-03-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","203"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-04-01","2004-04-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","145"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-05-01","2004-05-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","127"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-06-01","2004-06-30","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","87"
"Dengue without warning signs","722862003","Dengue virus","12637","0","BRAZIL","BR","AMAZONAS","BR-AM","NA","NA","2004-07-01","2004-07-31","0","0-130","None specified","NA","NA","World Health Organization DengueNet Database","85"
